"","age","workclass","education.num","marital.status","occupation","race","sex","capital.gain","capital.loss","hours.per.week","native.country","income","workclasscode","marital.statuscode","occupationcode","racecode","sexcode","native.countrycode","incomecode"
"1134",29,"Private",10,"Married-civ-spouse","Craft-repair","White","Male",0,1672,40,"United-States","<=50K",3,3,3,5,2,39,1
"1135",40,"Private",9,"Married-civ-spouse","Exec-managerial","White","Male",0,1672,45,"United-States","<=50K",3,3,4,5,2,39,1
"1136",46,"Self-emp-not-inc",9,"Married-civ-spouse","Farming-fishing","White","Male",0,1672,50,"United-States","<=50K",5,3,5,5,2,39,1
"1137",48,"Private",4,"Married-civ-spouse","Transport-moving","White","Male",0,1672,55,"United-States","<=50K",3,3,14,5,2,39,1
"1138",36,"Local-gov",13,"Married-civ-spouse","Prof-specialty","White","Male",0,1672,50,"United-States","<=50K",2,3,10,5,2,39,1
"1139",46,"Self-emp-not-inc",9,"Married-civ-spouse","Farming-fishing","White","Male",0,1672,50,"United-States","<=50K",5,3,5,5,2,39,1
"1140",42,"Private",9,"Married-civ-spouse","Craft-repair","White","Male",0,1672,40,"United-States","<=50K",3,3,3,5,2,39,1
"1141",57,"Private",10,"Married-civ-spouse","Craft-repair","White","Male",0,1672,45,"United-States","<=50K",3,3,3,5,2,39,1
"1142",43,"Private",10,"Married-civ-spouse","Other-service","White","Male",0,1672,44,"United-States","<=50K",3,3,8,5,2,39,1
"1143",28,"Private",9,"Married-civ-spouse","Machine-op-inspct","White","Male",0,1672,50,"United-States","<=50K",3,3,7,5,2,39,1
"1144",49,"Private",9,"Married-civ-spouse","Sales","White","Male",0,1672,44,"United-States","<=50K",3,3,12,5,2,39,1
"1145",49,"Self-emp-not-inc",9,"Married-civ-spouse","Farming-fishing","White","Male",0,1672,98,"United-States","<=50K",5,3,5,5,2,39,1
"1146",33,"Private",9,"Married-civ-spouse","Sales","White","Male",0,1672,55,"United-States","<=50K",3,3,12,5,2,39,1
"1147",30,"Private",10,"Married-civ-spouse","Sales","White","Male",0,1672,45,"United-States","<=50K",3,3,12,5,2,39,1
"1148",54,"Private",9,"Married-civ-spouse","Sales","White","Male",0,1672,50,"United-States","<=50K",3,3,12,5,2,39,1
"1149",56,"Self-emp-inc",10,"Married-civ-spouse","Exec-managerial","White","Male",0,1672,40,"United-States","<=50K",4,3,4,5,2,39,1
"1150",36,"State-gov",13,"Married-civ-spouse","Prof-specialty","White","Female",0,1672,38,"United-States","<=50K",6,3,10,5,1,39,1
"1151",40,"Self-emp-not-inc",9,"Married-civ-spouse","Craft-repair","White","Male",0,1672,40,"United-States","<=50K",5,3,3,5,2,39,1
"1152",32,"Private",9,"Married-civ-spouse","Craft-repair","White","Male",0,1672,40,"United-States","<=50K",3,3,3,5,2,39,1
"1153",47,"Self-emp-not-inc",12,"Married-civ-spouse","Craft-repair","White","Male",0,1672,65,"United-States","<=50K",5,3,3,5,2,39,1
"1154",40,"Private",1,"Married-civ-spouse","Other-service","White","Male",0,1672,40,"Mexico","<=50K",3,3,8,5,2,26,1
"1155",37,"Private",9,"Married-civ-spouse","Transport-moving","White","Male",0,1672,60,"United-States","<=50K",3,3,14,5,2,39,1
"1156",28,"Private",11,"Never-married","Machine-op-inspct","White","Female",0,1669,42,"United-States","<=50K",3,5,7,5,1,39,1
"1157",37,"Private",9,"Divorced","Craft-repair","White","Male",0,1669,55,"United-States","<=50K",3,1,3,5,2,39,1
"1158",48,"Private",10,"Widowed","Exec-managerial","Black","Female",0,1669,38,"United-States","<=50K",3,7,4,3,1,39,1
"1159",31,"Private",9,"Divorced","Craft-repair","White","Male",0,1669,50,"United-States","<=50K",3,1,3,5,2,39,1
"1160",26,"Private",13,"Never-married","Exec-managerial","White","Female",0,1669,50,"United-States","<=50K",3,5,4,5,1,39,1
"1161",23,"Private",9,"Never-married","Sales","White","Male",0,1669,55,"United-States","<=50K",3,5,12,5,2,39,1
"1163",49,"Private",9,"Divorced","Craft-repair","White","Male",0,1669,40,"United-States","<=50K",3,1,3,5,2,39,1
"1164",56,"State-gov",14,"Divorced","Prof-specialty","White","Male",0,1669,40,"United-States","<=50K",6,1,10,5,2,39,1
"1165",47,"Private",11,"Divorced","Prof-specialty","White","Female",0,1669,40,"United-States","<=50K",3,1,10,5,1,39,1
"1166",34,"Private",9,"Never-married","Prof-specialty","White","Female",0,1669,45,"United-States","<=50K",3,5,10,5,1,39,1
"1167",32,"Private",9,"Never-married","Sales","Black","Female",0,1669,45,"United-States","<=50K",3,5,12,3,1,39,1
"1168",28,"Private",10,"Never-married","Exec-managerial","White","Male",0,1669,60,"United-States","<=50K",3,5,4,5,2,39,1
"1169",38,"Local-gov",14,"Never-married","Prof-specialty","White","Female",0,1669,55,"United-States","<=50K",2,5,10,5,1,39,1
"1170",34,"Private",9,"Divorced","Sales","White","Male",0,1669,45,"United-States","<=50K",3,1,12,5,2,39,1
"1171",36,"Private",12,"Never-married","Prof-specialty","White","Male",0,1669,45,"United-States","<=50K",3,5,10,5,2,39,1
"1172",30,"Private",9,"Never-married","Transport-moving","White","Female",0,1669,70,"United-States","<=50K",3,5,14,5,1,39,1
"1173",26,"Private",14,"Never-married","Prof-specialty","White","Female",0,1669,40,"United-States","<=50K",3,5,10,5,1,39,1
"1174",40,"Private",14,"Never-married","Prof-specialty","White","Female",0,1669,40,"United-States","<=50K",3,5,10,5,1,39,1
"1175",56,"Local-gov",16,"Divorced","Prof-specialty","White","Female",0,1669,38,"United-States","<=50K",2,1,10,5,1,39,1
"1176",44,"Local-gov",14,"Never-married","Prof-specialty","White","Female",0,1669,40,"United-States","<=50K",2,5,10,5,1,39,1
"1177",33,"Local-gov",11,"Never-married","Adm-clerical","White","Male",0,1669,55,"United-States","<=50K",2,5,1,5,2,39,1
"1178",53,"Local-gov",14,"Widowed","Prof-specialty","Black","Female",0,1669,35,"United-States","<=50K",2,7,10,3,1,39,1
"1179",61,"Private",9,"Widowed","Craft-repair","Black","Female",0,1669,50,"United-States","<=50K",3,7,3,3,1,39,1
"1180",65,"Self-emp-not-inc",15,"Divorced","Prof-specialty","White","Male",0,1668,40,"United-States","<=50K",5,1,10,5,2,39,1
"1181",81,"Self-emp-not-inc",13,"Widowed","Prof-specialty","White","Female",0,1668,3,"Hungary","<=50K",5,7,10,5,1,18,1
"1183",68,"Local-gov",9,"Widowed","Protective-serv","White","Male",0,1668,20,"United-States","<=50K",2,7,11,5,2,39,1
"1184",39,"Self-emp-inc",5,"Married-civ-spouse","Exec-managerial","White","Male",0,1651,40,"Mexico","<=50K",4,3,4,5,2,26,1
"1185",61,"Private",4,"Married-civ-spouse","Transport-moving","Black","Male",0,1651,40,"United-States","<=50K",3,3,14,3,2,39,1
"1186",61,"Private",4,"Married-civ-spouse","Transport-moving","White","Male",0,1651,40,"United-States","<=50K",3,3,14,5,2,39,1
"1187",46,"Private",4,"Married-civ-spouse","Other-service","Asian-Pac-Islander","Male",0,1651,40,"China","<=50K",3,3,8,2,2,3,1
"1188",56,"Self-emp-inc",8,"Married-civ-spouse","Exec-managerial","White","Male",0,1651,40,"United-States","<=50K",4,3,4,5,2,39,1
"1189",30,"Private",7,"Married-civ-spouse","Handlers-cleaners","Asian-Pac-Islander","Male",0,1651,40,"Vietnam","<=50K",3,3,6,2,2,40,1
"1190",35,"State-gov",9,"Married-civ-spouse","Craft-repair","White","Male",0,1651,40,"United-States","<=50K",6,3,3,5,2,39,1
"1191",34,"Private",10,"Married-civ-spouse","Craft-repair","White","Male",0,1651,38,"United-States","<=50K",3,3,3,5,2,39,1
"1192",27,"Private",10,"Married-civ-spouse","Machine-op-inspct","White","Male",0,1651,40,"United-States","<=50K",3,3,7,5,2,39,1
"1193",65,"Local-gov",14,"Married-civ-spouse","Prof-specialty","White","Male",0,1648,4,"Greece","<=50K",2,3,10,5,2,12,1
"1194",74,"Self-emp-not-inc",10,"Married-civ-spouse","Prof-specialty","White","Male",0,1648,35,"United-States","<=50K",5,3,10,5,2,39,1
"1195",26,"Private",3,"Married-civ-spouse","Craft-repair","White","Male",0,1628,50,"United-States","<=50K",3,3,3,5,2,39,1
"1196",62,"Private",15,"Married-civ-spouse","Prof-specialty","White","Male",0,1628,70,"United-States","<=50K",3,3,10,5,2,39,1
"1197",45,"Private",9,"Married-civ-spouse","Handlers-cleaners","White","Male",0,1628,45,"United-States","<=50K",3,3,6,5,2,39,1
"1198",28,"Private",9,"Married-civ-spouse","Sales","White","Male",0,1628,40,"United-States","<=50K",3,3,12,5,2,39,1
"1199",37,"Private",9,"Married-civ-spouse","Craft-repair","White","Male",0,1628,40,"United-States","<=50K",3,3,3,5,2,39,1
"1200",28,"Private",9,"Married-civ-spouse","Sales","White","Male",0,1628,60,"United-States","<=50K",3,3,12,5,2,39,1
"1201",46,"Private",10,"Married-civ-spouse","Machine-op-inspct","White","Male",0,1628,40,"United-States","<=50K",3,3,7,5,2,39,1
"1202",39,"Federal-gov",9,"Married-civ-spouse","Adm-clerical","Black","Male",0,1628,40,"United-States","<=50K",1,3,1,3,2,39,1
"1204",37,"Private",9,"Married-civ-spouse","Craft-repair","White","Male",0,1628,40,"United-States","<=50K",3,3,3,5,2,39,1
"1206",39,"Private",11,"Married-civ-spouse","Craft-repair","White","Male",0,1628,48,"United-States","<=50K",3,3,3,5,2,39,1
"1207",51,"Local-gov",12,"Married-civ-spouse","Adm-clerical","White","Female",0,1628,30,"United-States","<=50K",2,3,1,5,1,39,1
"1208",42,"Private",10,"Married-civ-spouse","Adm-clerical","White","Male",0,1628,40,"United-States","<=50K",3,3,1,5,2,39,1
"1209",40,"Private",9,"Married-civ-spouse","Craft-repair","White","Female",0,1628,45,"United-States","<=50K",3,3,3,5,1,39,1
"1210",23,"Private",10,"Never-married","Adm-clerical","White","Female",0,1617,25,"United-States","<=50K",3,5,1,5,1,39,1
"1211",43,"Private",10,"Divorced","Tech-support","White","Female",0,1617,72,"United-States","<=50K",3,1,13,5,1,39,1
"1212",55,"State-gov",9,"Divorced","Adm-clerical","White","Female",0,1617,40,"United-States","<=50K",6,1,1,5,1,39,1
"1213",56,"Private",9,"Divorced","Adm-clerical","White","Female",0,1617,40,"United-States","<=50K",3,1,1,5,1,39,1
"1214",44,"Private",13,"Never-married","Adm-clerical","White","Female",0,1617,20,"United-States","<=50K",3,5,1,5,1,39,1
"1215",30,"Private",10,"Divorced","Machine-op-inspct","White","Male",0,1617,40,"United-States","<=50K",3,1,7,5,2,39,1
"1216",36,"Private",10,"Never-married","Other-service","White","Female",0,1617,40,"United-States","<=50K",3,5,8,5,1,39,1
"1217",62,"Private",10,"Separated","Sales","White","Female",0,1617,33,"United-States","<=50K",3,6,12,5,1,39,1
"1218",33,"Private",9,"Never-married","Adm-clerical","White","Female",0,1617,40,"United-States","<=50K",3,5,1,5,1,39,1
"1219",19,"Private",10,"Never-married","Sales","White","Female",0,1602,10,"United-States","<=50K",3,5,12,5,1,39,1
"1221",19,"Private",4,"Never-married","Craft-repair","White","Male",0,1602,32,"United-States","<=50K",3,5,3,5,2,39,1
"1222",19,"Private",10,"Never-married","Other-service","White","Male",0,1602,24,"United-States","<=50K",3,5,8,5,2,39,1
"1224",26,"Private",9,"Never-married","Priv-house-serv","White","Female",0,1602,15,"Mexico","<=50K",3,5,9,5,1,26,1
"1226",19,"Private",10,"Married-spouse-absent","Sales","White","Female",0,1602,40,"United-States","<=50K",3,4,12,5,1,39,1
"1227",32,"Private",9,"Never-married","Machine-op-inspct","Black","Female",0,1602,20,"United-States","<=50K",3,5,7,3,1,39,1
"1229",22,"Private",10,"Never-married","Other-service","White","Male",0,1602,10,"United-States","<=50K",3,5,8,5,2,39,1
"1230",21,"Private",10,"Never-married","Tech-support","White","Male",0,1602,16,"United-States","<=50K",3,5,13,5,2,39,1
"1233",25,"Private",6,"Never-married","Handlers-cleaners","Black","Male",0,1602,40,"United-States","<=50K",3,5,6,3,2,39,1
"1234",21,"Private",11,"Never-married","Farming-fishing","White","Female",0,1602,30,"United-States","<=50K",3,5,5,5,1,39,1
"1235",21,"State-gov",10,"Never-married","Exec-managerial","White","Male",0,1602,10,"United-States","<=50K",6,5,4,5,2,39,1
"1236",17,"Private",7,"Never-married","Sales","White","Female",0,1602,12,"United-States","<=50K",3,5,12,5,1,39,1
"1237",57,"Private",4,"Widowed","Sales","White","Female",0,1602,3,"United-States","<=50K",3,7,12,5,1,39,1
"1238",23,"Private",13,"Never-married","Sales","White","Male",0,1602,12,"United-States","<=50K",3,5,12,5,2,39,1
"1239",30,"Private",9,"Never-married","Sales","White","Female",0,1602,30,"United-States","<=50K",3,5,12,5,1,39,1
"1240",18,"Private",7,"Never-married","Handlers-cleaners","White","Male",0,1602,40,"United-States","<=50K",3,5,6,5,2,39,1
"1242",17,"Private",6,"Never-married","Other-service","White","Female",0,1602,18,"United-States","<=50K",3,5,8,5,1,39,1
"1243",39,"Private",4,"Never-married","Other-service","White","Male",0,1602,35,"United-States","<=50K",3,5,8,5,2,39,1
"1244",18,"Private",7,"Never-married","Other-service","Black","Male",0,1602,23,"United-States","<=50K",3,5,8,3,2,39,1
"1247",17,"Local-gov",6,"Never-married","Protective-serv","White","Female",0,1602,40,"United-States","<=50K",2,5,11,5,1,39,1
"1248",21,"State-gov",10,"Never-married","Sales","Black","Female",0,1602,12,"United-States","<=50K",6,5,12,3,1,39,1
"1249",18,"Private",10,"Never-married","Handlers-cleaners","Black","Female",0,1602,35,"United-States","<=50K",3,5,6,3,1,39,1
"1250",19,"Private",8,"Never-married","Other-service","White","Male",0,1602,20,"United-States","<=50K",3,5,8,5,2,39,1
"1251",18,"Private",7,"Never-married","Sales","Black","Female",0,1602,20,"United-States","<=50K",3,5,12,3,1,39,1
"1252",18,"Private",10,"Never-married","Adm-clerical","White","Male",0,1602,15,"United-States","<=50K",3,5,1,5,2,39,1
"1254",17,"Federal-gov",7,"Never-married","Adm-clerical","Black","Female",0,1602,40,"United-States","<=50K",1,5,1,3,1,39,1
"1255",17,"Private",6,"Never-married","Other-service","White","Female",0,1602,12,"United-States","<=50K",3,5,8,5,1,39,1
"1257",19,"Private",6,"Never-married","Handlers-cleaners","White","Male",0,1602,45,"United-States","<=50K",3,5,6,5,2,39,1
"1258",20,"Private",10,"Never-married","Sales","White","Male",0,1602,15,"United-States","<=50K",3,5,12,5,2,39,1
"1259",57,"Self-emp-not-inc",2,"Widowed","Craft-repair","White","Female",0,1602,45,"Columbia","<=50K",5,7,3,5,1,4,1
"1260",17,"Private",6,"Never-married","Other-service","White","Female",0,1602,10,"United-States","<=50K",3,5,8,5,1,39,1
"1261",21,"Private",10,"Never-married","Sales","White","Female",0,1602,22,"United-States","<=50K",3,5,12,5,1,39,1
"1264",46,"Private",13,"Never-married","Machine-op-inspct","White","Female",0,1602,8,"United-States","<=50K",3,5,7,5,1,39,1
"1265",18,"Private",9,"Never-married","Sales","White","Female",0,1602,20,"United-States","<=50K",3,5,12,5,1,39,1
"1266",23,"Private",9,"Never-married","Craft-repair","Black","Female",0,1594,20,"United-States","<=50K",3,5,3,3,1,39,1
"1267",27,"Private",9,"Widowed","Craft-repair","White","Female",0,1594,26,"United-States","<=50K",3,7,3,5,1,39,1
"1268",48,"Private",6,"Divorced","Machine-op-inspct","White","Female",0,1594,32,"United-States","<=50K",3,1,7,5,1,39,1
"1269",46,"Private",4,"Married-spouse-absent","Priv-house-serv","White","Female",0,1594,24,"Guatemala","<=50K",3,4,9,5,1,13,1
"1270",31,"Private",9,"Never-married","Sales","White","Female",0,1594,30,"United-States","<=50K",3,5,12,5,1,39,1
"1271",25,"Private",12,"Divorced","Tech-support","White","Female",0,1594,25,"United-States","<=50K",3,1,13,5,1,39,1
"1272",26,"Private",9,"Separated","Craft-repair","Black","Female",0,1594,40,"United-States","<=50K",3,6,3,3,1,39,1
"1273",35,"Private",9,"Divorced","Other-service","Black","Female",0,1594,40,"United-States","<=50K",3,1,8,3,1,39,1
"1274",27,"Private",13,"Never-married","Sales","Black","Female",0,1590,40,"United-States","<=50K",3,5,12,3,1,39,1
"1277",42,"Private",13,"Divorced","Sales","White","Male",0,1590,40,"United-States","<=50K",3,1,12,5,2,39,1
"1278",20,"Private",9,"Never-married","Machine-op-inspct","White","Male",0,1590,40,"United-States","<=50K",3,5,7,5,2,39,1
"1279",32,"Private",10,"Divorced","Farming-fishing","White","Female",0,1590,54,"United-States","<=50K",3,1,5,5,1,39,1
"1280",50,"Federal-gov",9,"Divorced","Prof-specialty","White","Male",0,1590,40,"United-States","<=50K",1,1,10,5,2,39,1
"1281",55,"Private",13,"Never-married","Tech-support","White","Female",0,1590,38,"United-States","<=50K",3,5,13,5,1,39,1
"1282",29,"State-gov",11,"Never-married","Tech-support","White","Female",0,1590,64,"United-States","<=50K",6,5,13,5,1,39,1
"1283",41,"Private",4,"Divorced","Craft-repair","White","Male",0,1590,40,"United-States","<=50K",3,1,3,5,2,39,1
"1284",25,"Private",13,"Never-married","Exec-managerial","White","Male",0,1590,60,"United-States","<=50K",3,5,4,5,2,39,1
"1286",29,"Private",13,"Never-married","Prof-specialty","Other","Female",0,1590,40,"United-States","<=50K",3,5,10,4,1,39,1
"1287",23,"Private",9,"Never-married","Sales","White","Male",0,1590,48,"United-States","<=50K",3,5,12,5,2,39,1
"1288",25,"Private",13,"Never-married","Craft-repair","White","Male",0,1590,35,"United-States","<=50K",3,5,3,5,2,39,1
"1289",42,"Private",10,"Divorced","Machine-op-inspct","White","Male",0,1590,40,"United-States","<=50K",3,1,7,5,2,39,1
"1290",41,"Self-emp-not-inc",9,"Divorced","Transport-moving","White","Male",0,1590,40,"United-States","<=50K",5,1,14,5,2,39,1
"1291",32,"Private",13,"Never-married","Sales","White","Female",0,1590,40,"United-States","<=50K",3,5,12,5,1,39,1
"1292",25,"Private",10,"Never-married","Adm-clerical","White","Male",0,1590,40,"United-States","<=50K",3,5,1,5,2,39,1
"1293",41,"State-gov",13,"Never-married","Protective-serv","Black","Male",0,1590,40,"Puerto-Rico","<=50K",6,5,11,3,2,33,1
"1294",24,"Private",9,"Never-married","Craft-repair","White","Male",0,1590,40,"United-States","<=50K",3,5,3,5,2,39,1
"1295",44,"State-gov",10,"Divorced","Adm-clerical","Black","Female",0,1590,40,"United-States","<=50K",6,1,1,3,1,39,1
"1296",29,"Private",13,"Never-married","Exec-managerial","White","Male",0,1590,50,"United-States","<=50K",3,5,4,5,2,39,1
"1297",51,"Private",9,"Never-married","Machine-op-inspct","White","Female",0,1590,40,"United-States","<=50K",3,5,7,5,1,39,1
"1298",39,"Private",6,"Widowed","Machine-op-inspct","Black","Male",0,1590,40,"United-States","<=50K",3,7,7,3,2,39,1
"1299",28,"Self-emp-not-inc",10,"Never-married","Craft-repair","White","Male",0,1590,40,"United-States","<=50K",5,5,3,5,2,39,1
"1300",48,"Private",10,"Divorced","Adm-clerical","White","Female",0,1590,38,"United-States","<=50K",3,1,1,5,1,39,1
"1301",34,"Private",13,"Never-married","Exec-managerial","White","Male",0,1590,50,"United-States","<=50K",3,5,4,5,2,39,1
"1302",45,"Private",9,"Divorced","Adm-clerical","Asian-Pac-Islander","Female",0,1590,40,"Japan","<=50K",3,1,1,2,1,24,1
"1303",47,"Private",9,"Divorced","Transport-moving","White","Male",0,1590,40,"United-States","<=50K",3,1,14,5,2,39,1
"1304",50,"Private",14,"Divorced","Sales","White","Female",0,1590,45,"United-States","<=50K",3,1,12,5,1,39,1
"1305",32,"Private",14,"Never-married","Prof-specialty","White","Female",0,1590,40,"United-States","<=50K",3,5,10,5,1,39,1
"1306",46,"Private",9,"Divorced","Adm-clerical","White","Female",0,1590,43,"United-States","<=50K",3,1,1,5,1,39,1
"1307",32,"Private",13,"Divorced","Machine-op-inspct","White","Female",0,1590,42,"United-States","<=50K",3,1,7,5,1,39,1
"1308",34,"Private",9,"Divorced","Sales","White","Female",0,1590,40,"United-States","<=50K",3,1,12,5,1,39,1
